customerID,Churn,customer.gender,account.Contract,account.PaymentMethod,account.Charges.Monthly
3258-ZKPAI,No,Male,Two year,Bank transfer (automatic),116.6
3259-FDWOY,Yes,Male,Two year,Bank transfer (automatic),106.0
3259-KNMRR,No,Male,Two year,Bank transfer (automatic),79.75
3259-QMXUN,No,Male,Two year,Electronic check,86.1
3261-CQXOL,No,Female,Two year,Bank transfer (automatic),25.45
3262-EIDHV,No,Female,Two year,Credit card (automatic),84.7
3266-FTKHB,No,Male,Two year,Mailed check,19.15
3269-ATYWD,Yes,Male,Month-to-month,Bank transfer (automatic),95.65
3272-VUHPV,No,Female,Month-to-month,Bank transfer (automatic),56.3
3274-NSDWE,No,Female,Two year,Credit card (automatic),19.6
3275-RHRNE,No,Male,One year,Credit card (automatic),60.0
3276-HDUEG,Yes,Female,Month-to-month,Mailed check,75.05
3278-FSIXX,No,Female,Month-to-month,Mailed check,45.25
3279-DYZQM,No,Male,Two year,Mailed check,19.45
3280-MRDOF,No,Male,Two year,Credit card (automatic),69.1
3280-NMUVX,No,Male,One year,Credit card (automatic),19.6
3282-ZISZV,No,Male,One year,Credit card (automatic),83.7
3283-WCWXT,No,Male,Two year,Mailed check,25.4
3284-SVCRO,No,Female,Two year,Mailed check,25.5
3285-UCQVC,Yes,Female,Month-to-month,Credit card (automatic),28.6
3292-PBZEJ,No,Male,Month-to-month,Electronic check,111.4
3295-YVUSR,No,Male,Month-to-month,Mailed check,72.6
3296-SILRA,Yes,Female,Month-to-month,Mailed check,76.4
3298-QEICA,No,Female,Two year,Mailed check,34.6
3301-LSLWQ,No,Female,Month-to-month,Electronic check,66.1
3301-VKTGC,No,Male,One year,Bank transfer (automatic),85.5
3307-TLCUD,No,Male,Month-to-month,Mailed check,34.4
3308-DGHKL,No,Male,Two year,Bank transfer (automatic),19.3
3308-JSGML,No,Male,Two year,Credit card (automatic),64.05
3308-MHOOC,No,Male,Month-to-month,Mailed check,19.2
3312-UUMZW,No,Male,Month-to-month,Credit card (automatic),98.85
3312-ZWLGF,No,Male,Month-to-month,Electronic check,79.3
3313-QKNKB,Yes,Male,One year,Electronic check,85.55
3315-IKYZQ,No,Male,One year,Mailed check,50.8
3315-TOTBP,Yes,Male,Month-to-month,Mailed check,76.0
3316-UWXUY,No,Male,Month-to-month,Credit card (automatic),93.5
3317-HRTNN,Yes,Female,Month-to-month,Electronic check,45.7
3317-VLGQT,No,Female,Month-to-month,Electronic check,78.1
3318-ISQFQ,No,Female,Month-to-month,Bank transfer (automatic),19.5
3318-NMQXL,No,Male,Month-to-month,Electronic check,92.0
3318-OSATS,Yes,Male,Month-to-month,Electronic check,95.45
3319-DWOEP,Yes,Male,Month-to-month,Electronic check,95.75
3320-VEOYC,No,Male,Month-to-month,Electronic check,95.6
3323-CPBWR,No,Male,Month-to-month,Credit card (automatic),96.9
3324-OIRTO,No,Male,One year,Bank transfer (automatic),104.65
3325-FUYCG,Yes,Male,One year,Electronic check,106.1
3327-YBAKM,No,Female,One year,Mailed check,96.9
3329-WDIOK,Yes,Female,Month-to-month,Electronic check,50.6
3331-HQDTW,Yes,Female,Month-to-month,Mailed check,109.8
3334-CTHOL,Yes,Female,Month-to-month,Bank transfer (automatic),49.95
3336-JORSO,Yes,Female,Month-to-month,Electronic check,110.45
3337-EUOON,,Male,Two year,Bank transfer (automatic),26.0
3338-CVVEH,No,Male,Month-to-month,Electronic check,94.55
3339-EAQNV,No,Male,One year,Credit card (automatic),97.25
3340-QBBFM,No,Male,One year,Credit card (automatic),54.1
3345-CSCIA,,Male,One year,Credit card (automatic),76.9
3345-JHUEO,No,Male,Month-to-month,Electronic check,20.2
3345-PBBFH,No,Male,Month-to-month,Bank transfer (automatic),49.55
3346-BRMIS,Yes,Female,Month-to-month,Electronic check,48.35
3347-YJZZE,No,Male,Month-to-month,Credit card (automatic),80.1
3348-CFRNX,Yes,Female,Month-to-month,Mailed check,92.35
3349-ANQNH,No,Female,One year,Electronic check,99.5
3351-NGXYI,No,Female,Month-to-month,Electronic check,54.1
3351-NQLDI,Yes,Female,One year,Credit card (automatic),94.35
3352-ALMCK,No,Male,Month-to-month,Mailed check,102.65
3352-RICWQ,No,Female,Two year,Mailed check,19.75
3354-OADJP,No,Female,One year,Bank transfer (automatic),54.25
3359-DSRKA,No,Female,Two year,Mailed check,19.85
3363-DTIVD,No,Male,Two year,Electronic check,105.55
3363-EWLGO,No,Female,Month-to-month,Mailed check,19.95
3365-SAIGS,No,Female,Month-to-month,Electronic check,83.55
3370-GQEAL,No,Male,Month-to-month,Electronic check,85.45
3370-HXOPH,No,Female,Month-to-month,Electronic check,76.1
3372-CDXFJ,No,Male,One year,Bank transfer (automatic),24.5
3372-KWFBM,Yes,Male,Month-to-month,Electronic check,86.6
3373-DIUUN,No,Male,Two year,Mailed check,21.25
3373-YZZYM,No,Male,Month-to-month,Mailed check,19.2
3374-LXDEV,Yes,Female,Month-to-month,Electronic check,89.4
3374-PZLXD,No,Male,Month-to-month,Mailed check,19.7
3374-TTZTK,No,Male,Two year,Electronic check,106.3
3376-BMGFE,Yes,Female,Month-to-month,Bank transfer (automatic),70.9
3378-AJRAO,No,Male,One year,Electronic check,24.85
3384-CTMSF,No,Male,Month-to-month,Electronic check,104.1
3387-PLKUI,No,Female,Month-to-month,Mailed check,18.8
3387-VATUS,Yes,Male,Month-to-month,Bank transfer (automatic),94.85
3389-KTRXV,No,Female,Two year,Mailed check,23.85
3389-YGYAI,Yes,Female,Month-to-month,Electronic check,105.5
3391-JSQEW,No,Male,Month-to-month,Mailed check,50.15
3392-EHMNK,No,Female,Two year,Credit card (automatic),94.1
3393-FMZPV,Yes,Female,Month-to-month,Electronic check,100.25
3394-UQYIB,,Female,Month-to-month,Credit card (automatic),50.15
3396-DKDEL,No,Female,Two year,Credit card (automatic),115.15
3397-AVTKU,No,Male,Two year,Electronic check,60.0
3398-FSHON,Yes,Female,Month-to-month,Electronic check,91.3
3398-GCPMU,No,Female,Two year,Credit card (automatic),89.55
3398-ZOUAA,Yes,Male,Month-to-month,Electronic check,69.1
3399-BMLVW,No,Male,Two year,Credit card (automatic),60.5
3400-ESFUW,Yes,Male,Two year,Bank transfer (automatic),57.55
3401-URHDA,No,Male,One year,Credit card (automatic),59.9
3402-XRIUO,No,Female,Month-to-month,Mailed check,63.55
3404-JNXAX,No,Female,Month-to-month,Electronic check,80.75
3407-JMJQQ,No,Female,Two year,Bank transfer (automatic),109.0
3407-QGWLG,No,Male,Month-to-month,Mailed check,20.05
3410-MHHUM,No,Female,One year,Electronic check,94.4
3410-YOQBQ,No,Female,Two year,Mailed check,79.2
3411-WLRSQ,No,Female,Month-to-month,Bank transfer (automatic),74.6
3413-BMNZE,No,Male,Month-to-month,Bank transfer (automatic),45.25
3413-CSSTH,No,Male,Month-to-month,Bank transfer (automatic),55.7
3413-DHLPB,No,Male,Month-to-month,Bank transfer (automatic),103.75
3415-TAILE,Yes,Female,Month-to-month,Mailed check,65.7
3417-TSCIC,No,Male,One year,Mailed check,24.85
3419-SNJJD,Yes,Female,Month-to-month,Bank transfer (automatic),105.25
3420-YJLQT,No,Female,Month-to-month,Electronic check,79.55
3420-ZDBMA,No,Male,Month-to-month,Mailed check,71.45
3422-GALYP,No,Male,Month-to-month,Electronic check,79.45
3422-LYEPQ,Yes,Male,Month-to-month,Electronic check,71.0
3422-WJOYD,No,Male,One year,Mailed check,54.35
3423-HHXAO,No,Female,One year,Mailed check,19.5
3424-NMNBO,Yes,Male,One year,Electronic check,108.85
3426-NIYYL,Yes,Male,Month-to-month,Electronic check,51.55
3427-GGZZI,No,Female,Month-to-month,Electronic check,89.1
3428-MMGUB,No,Male,Two year,Electronic check,89.55
3428-XZMAZ,Yes,Male,Month-to-month,Electronic check,69.35
3429-IFLEM,No,Female,Two year,Credit card (automatic),77.35
3439-GVUSX,No,Male,Month-to-month,Mailed check,24.4
3440-JPSCL,Yes,Female,Month-to-month,Mailed check,99.95
3441-CGZJH,No,Female,One year,Credit card (automatic),60.4
3442-ZHHCC,No,Male,One year,Credit card (automatic),76.9
3443-KUJWU,,Male,Month-to-month,Electronic check,104.1
3445-HXXGF,Yes,Male,Month-to-month,Electronic check,45.3
3446-QDSZF,No,Female,Month-to-month,Credit card (automatic),55.5
3450-WXOAT,No,Male,Month-to-month,Credit card (automatic),45.2
3451-VAWLI,No,Female,Two year,Credit card (automatic),19.7
3452-ABWRL,No,Male,Month-to-month,Credit card (automatic),86.05
3452-FLHYD,No,Male,One year,Bank transfer (automatic),20.95
3452-GWUIN,No,Female,Month-to-month,Electronic check,94.95
3452-SRFEG,No,Male,Month-to-month,Bank transfer (automatic),74.6
3453-RTHJQ,No,Male,Month-to-month,Electronic check,69.1
3454-JFUBC,No,Male,Two year,Credit card (automatic),20.0
3457-PQBYH,No,Female,Two year,Credit card (automatic),20.3
3458-IDMFK,No,Male,Two year,Mailed check,20.75
3460-TJBWI,No,Male,Two year,Mailed check,24.2
3462-BJQQA,No,Female,Month-to-month,Electronic check,89.75
3466-BYAVD,No,Male,Month-to-month,Mailed check,69.5
3466-RITXD,No,Male,Month-to-month,Credit card (automatic),92.4
3466-WAESX,No,Male,Month-to-month,Electronic check,69.1
3468-DRVQJ,No,Female,One year,Electronic check,70.3
3470-BTGQO,No,Male,Month-to-month,Mailed check,45.65
3470-OBUET,No,Female,Two year,Credit card (automatic),74.0
3472-OAOOR,No,Male,Month-to-month,Mailed check,34.95
3472-QPRCH,No,Male,Two year,Credit card (automatic),25.25
3473-XIIIT,Yes,Female,Month-to-month,Electronic check,100.0
3474-BAFSJ,No,Male,Two year,Bank transfer (automatic),57.5
3481-JHUZH,No,Male,Month-to-month,Electronic check,80.25
3482-ABPKK,No,Female,One year,Mailed check,54.3
3485-REZCX,,Male,One year,Credit card (automatic),84.3
3486-HOOGQ,No,Female,Two year,Bank transfer (automatic),79.7
3486-KHMLI,No,Male,Month-to-month,Mailed check,24.7
3486-NPGST,No,Female,One year,Mailed check,19.55
3487-EARAT,No,Female,One year,Credit card (automatic),74.1
3488-PGMQJ,Yes,Male,Month-to-month,Electronic check,74.5
3489-HHPFY,No,Female,Month-to-month,Electronic check,84.05
3489-VSFRD,No,Female,One year,Credit card (automatic),60.25
3494-JCHRQ,Yes,Male,Month-to-month,Electronic check,70.05
3496-LFSZU,No,Male,Month-to-month,Electronic check,70.5
3498-LZGQZ,No,Male,Two year,Mailed check,19.15
3500-NSDOA,No,Male,Two year,Credit card (automatic),70.8
3500-RMZLT,Yes,Female,Month-to-month,Mailed check,96.3
3503-TYDAY,No,Female,Month-to-month,Electronic check,80.45
3506-LCJDC,Yes,Male,Month-to-month,Bank transfer (automatic),19.95
3506-OVLKD,No,Male,One year,Bank transfer (automatic),26.2
3507-GASNP,No,Male,Two year,Mailed check,19.95
3508-CFVZL,No,Female,Two year,Mailed check,111.3
3508-VLHCZ,No,Female,Two year,Credit card (automatic),90.55
3509-GWQGF,No,Male,Month-to-month,Credit card (automatic),70.0
3511-APPBJ,No,Male,One year,Credit card (automatic),99.95
3511-BFTJW,No,Male,Two year,Credit card (automatic),38.5
3512-IZIKN,Yes,Female,Two year,Credit card (automatic),65.3
3518-FSTWG,No,Male,Two year,Bank transfer (automatic),109.55
3518-PZXZQ,No,Female,Month-to-month,Mailed check,55.3
3519-ZKXGG,Yes,Female,Month-to-month,Electronic check,75.85
3520-FJGCV,No,Male,Two year,Credit card (automatic),112.6
3521-HTQTV,No,Male,Two year,Bank transfer (automatic),26.1
3521-MNKLV,No,Male,Month-to-month,Mailed check,49.7
3521-SYVOR,Yes,Female,Month-to-month,Electronic check,64.75
3522-CDKHF,No,Female,Month-to-month,Bank transfer (automatic),75.5
3523-BRGUW,No,Male,One year,Credit card (automatic),19.3
3523-QRQLL,Yes,Female,One year,Bank transfer (automatic),69.5
3524-WQDSG,No,Female,Month-to-month,Bank transfer (automatic),99.3
3525-DVKFN,No,Female,Two year,Mailed check,19.4
3528-HFRIQ,No,Male,Month-to-month,Bank transfer (automatic),52.3
3530-CRZSB,No,Female,Month-to-month,Mailed check,20.65
3530-VWVGU,No,Female,Month-to-month,Mailed check,19.9
3533-UVMOM,No,Male,Two year,Bank transfer (automatic),70.95
3536-IQCTX,Yes,Male,Month-to-month,Electronic check,85.3
3537-HPKQT,No,Female,Month-to-month,Credit card (automatic),77.75
3537-RYBHH,No,Female,Month-to-month,Credit card (automatic),67.45
3538-WZPHD,Yes,Male,Month-to-month,Electronic check,29.6
3540-RZJYU,Yes,Female,Month-to-month,Electronic check,86.2
3541-ZNUHK,No,Female,Month-to-month,Electronic check,85.1
3544-FBCAS,No,Female,Two year,Credit card (automatic),83.6
3545-CNWRG,No,Female,Month-to-month,Electronic check,98.35
3546-GHEAE,No,Male,Two year,Mailed check,19.45
3547-LQRIK,No,Female,One year,Electronic check,26.9
3549-ZTMNH,No,Male,Two year,Bank transfer (automatic),24.0
3550-SAHFP,Yes,Female,Month-to-month,Electronic check,83.35
3551-GAEGL,No,Male,One year,Bank transfer (automatic),30.4
3551-HUAZH,Yes,Male,Month-to-month,Electronic check,74.4
3552-CTCYF,No,Male,Two year,Bank transfer (automatic),104.8
3556-BVQGL,No,Female,One year,Mailed check,20.0
3557-HTYWR,No,Female,Two year,Mailed check,74.05
3563-SVYLG,No,Male,Two year,Credit card (automatic),62.65
3565-UNOCC,Yes,Female,Month-to-month,Bank transfer (automatic),99.05
3566-CAAYU,No,Female,Two year,Electronic check,49.85
3566-HJGPK,No,Male,Month-to-month,Mailed check,45.55
3566-VVORZ,No,Female,Month-to-month,Bank transfer (automatic),45.9
3567-PQTSO,No,Male,One year,Electronic check,105.25
3569-EDBPQ,No,Female,Month-to-month,Electronic check,84.35
3569-JFODW,No,Female,Two year,Credit card (automatic),90.95
3569-VLDHH,No,Male,One year,Electronic check,75.1
3570-YUEKJ,No,Female,Month-to-month,Electronic check,49.55
3571-DPYUH,No,Male,One year,Credit card (automatic),94.7
3571-RFHAR,Yes,Male,Month-to-month,Electronic check,109.15
3572-UOLYZ,No,Female,Month-to-month,Bank transfer (automatic),84.8
3572-UUHRS,No,Male,One year,Bank transfer (automatic),18.85
3577-AMVUX,No,Male,Month-to-month,Mailed check,55.05
3580-GICBM,No,Female,Two year,Mailed check,24.2
3580-HYCSP,No,Male,Two year,Bank transfer (automatic),110.3
3580-REOAC,Yes,Male,Month-to-month,Credit card (automatic),44.85
3583-EKAPL,Yes,Male,Month-to-month,Electronic check,55.0
3583-KRKMD,No,Male,Month-to-month,Bank transfer (automatic),75.9
3584-WKTTW,No,Male,One year,Electronic check,111.55
3585-ISXZP,Yes,Female,Month-to-month,Bank transfer (automatic),95.65
3585-YNADK,No,Female,One year,Bank transfer (automatic),74.6
3587-PMCOY,No,Male,One year,Electronic check,98.9
3588-WSTTJ,No,Female,Month-to-month,Electronic check,99.05
3589-PPVKW,No,Male,Month-to-month,Mailed check,44.4
3590-DWSLF,,Female,One year,Credit card (automatic),115.55
3590-TCXTB,No,Male,Month-to-month,Mailed check,20.35
3594-BDSOA,No,Female,One year,Credit card (automatic),20.4
3594-IVHJZ,No,Female,Month-to-month,Mailed check,20.45
3594-KADLU,No,Male,Month-to-month,Mailed check,35.1
3594-UVONA,Yes,Female,One year,Credit card (automatic),85.95
3597-MVHJT,No,Female,Month-to-month,Bank transfer (automatic),95.6
3597-YASZG,No,Female,Two year,Bank transfer (automatic),104.45
3601-UTZXO,,Male,One year,Bank transfer (automatic),19.5
3604-WLABM,No,Female,Month-to-month,Electronic check,54.25
3605-JISKB,No,Male,One year,Credit card (automatic),60.0
3606-SBKRY,No,Male,One year,Electronic check,50.05
3606-TWKGI,Yes,Male,Month-to-month,Electronic check,106.9
3612-YUNGG,No,Male,Two year,Credit card (automatic),109.2
3612-YVGSJ,No,Female,Two year,Credit card (automatic),24.45
3617-XLSGQ,No,Female,Two year,Bank transfer (automatic),109.25
3620-EHIMZ,No,Female,Two year,Mailed check,19.35
3620-MWJNE,No,Male,Month-to-month,Mailed check,54.45
3621-CEOVK,Yes,Female,Month-to-month,Electronic check,100.2
3621-CHYVB,No,Female,Month-to-month,Bank transfer (automatic),49.9
3623-FQBOX,No,Male,Month-to-month,Mailed check,19.95
3627-FCRDW,Yes,Female,Month-to-month,Electronic check,71.0
3627-FHKBK,Yes,Female,Month-to-month,Mailed check,75.3
3629-WEAAM,No,Female,Month-to-month,Mailed check,64.1
3629-ZNKXA,No,Male,Month-to-month,Electronic check,101.8
3633-CDBUW,No,Male,One year,Electronic check,80.85
3635-JBPSG,No,Female,Two year,Mailed check,38.8
3635-QQRQD,No,Male,Two year,Credit card (automatic),20.05
3638-DIMPH,No,Female,One year,Electronic check,43.8
3638-VBZTA,No,Male,Two year,Bank transfer (automatic),86.5
3638-WEABW,No,Female,Two year,Credit card (automatic),59.9
3639-XJHKQ,No,Female,Month-to-month,Electronic check,60.6
3640-JQGJG,No,Male,Month-to-month,Bank transfer (automatic),44.8
3640-PHQXK,Yes,Female,Month-to-month,Electronic check,89.9
3642-BYHDO,No,Female,Two year,Bank transfer (automatic),19.9
3642-GKTCT,No,Female,One year,Mailed check,115.1
3643-AHCFP,Yes,Male,Month-to-month,Bank transfer (automatic),95.6
3643-VBLHT,,Male,Month-to-month,Mailed check,45.0
3644-QXEHN,No,Male,Month-to-month,Electronic check,97.0
3645-DEYGF,No,Male,Month-to-month,Mailed check,20.75
3646-ITDGM,No,Female,Two year,Bank transfer (automatic),19.7
3647-GMGDH,Yes,Male,Month-to-month,Credit card (automatic),94.7
3648-GZPHF,No,Male,One year,Mailed check,36.25
3649-JPUGY,No,Male,Two year,Bank transfer (automatic),88.6
3653-NCRDJ,No,Male,One year,Mailed check,19.2
3654-ARMGP,No,Female,Two year,Credit card (automatic),88.65
3655-SNQYZ,No,Female,Two year,Credit card (automatic),113.25
3656-TKRVZ,Yes,Female,Month-to-month,Electronic check,55.35
3657-COGMW,No,Female,Month-to-month,Credit card (automatic),108.1
3658-KIBGF,Yes,Female,Month-to-month,Electronic check,54.9
3658-QQJYD,No,Male,One year,Credit card (automatic),74.3
3660-ENEST,,Female,Two year,Credit card (automatic),84.1
3662-FXJFO,No,Female,Two year,Mailed check,20.5
3663-MITLP,Yes,Female,Month-to-month,Electronic check,101.25
3665-JATSN,No,Female,Month-to-month,Electronic check,39.7
3668-QPYBK,Yes,Male,Month-to-month,Mailed check,53.85
3669-LVWZB,Yes,Male,Month-to-month,Mailed check,51.0
3669-OYSJI,Yes,Male,Month-to-month,Credit card (automatic),46.2
3669-WHAFY,No,Female,Two year,Credit card (automatic),115.15
3671-SHRSP,Yes,Male,Month-to-month,Mailed check,80.6
3672-YITQD,Yes,Male,Month-to-month,Electronic check,84.1
3675-EQOZA,No,Male,Month-to-month,Bank transfer (automatic),20.65
3675-YDUPJ,No,Male,Month-to-month,Mailed check,19.85
3677-IYRBF,Yes,Female,Month-to-month,Electronic check,30.4
3677-TNKIO,Yes,Female,Month-to-month,Credit card (automatic),71.0
3678-MNGZX,No,Male,Two year,Bank transfer (automatic),19.95
3679-XASPY,No,Female,Month-to-month,Electronic check,19.45
3680-CTHUH,No,Male,One year,Credit card (automatic),116.6
3680-ISIKN,,Male,Two year,Mailed check,25.25
3682-YEUWS,No,Male,Month-to-month,Mailed check,24.4
3683-QKIUE,Yes,Female,Month-to-month,Bank transfer (automatic),50.8
3685-YLCMQ,Yes,Male,One year,Electronic check,104.65
3688-FTHLT,No,Female,Month-to-month,Bank transfer (automatic),63.05
3689-MOZGR,No,Female,Month-to-month,Electronic check,31.2
3692-JHONH,No,Female,One year,Electronic check,106.5
3694-DELSO,No,Male,Month-to-month,Credit card (automatic),38.55
3694-GLTJM,No,Female,Month-to-month,Credit card (automatic),19.65
3696-DFHHB,No,Female,Two year,Bank transfer (automatic),25.5
3696-XRIEN,No,Female,One year,Credit card (automatic),82.5
3701-SFMUH,No,Male,Month-to-month,Credit card (automatic),69.7
3703-KBKZP,No,Male,Month-to-month,Bank transfer (automatic),74.45
3703-TTEPD,No,Male,Month-to-month,Bank transfer (automatic),65.35
3703-VAVCL,Yes,Male,Month-to-month,Credit card (automatic),90.0
3704-IEAXF,No,Female,Two year,Credit card (automatic),53.65
3705-PSNGL,Yes,Male,One year,Electronic check,20.4
3705-RHRFR,No,Female,Two year,Bank transfer (automatic),99.15
3707-GNWHM,Yes,Male,Month-to-month,Mailed check,74.25
3707-LRWZD,Yes,Female,One year,Electronic check,84.05
3709-OIJEA,No,Male,One year,Electronic check,85.2
3712-PKXZA,No,Male,One year,Credit card (automatic),20.55
3714-JTVOV,Yes,Female,Month-to-month,Credit card (automatic),74.15
3714-NTNFO,No,Female,Month-to-month,Electronic check,84.5
3714-XPXBW,No,Female,Month-to-month,Credit card (automatic),78.9
3716-BDVDB,Yes,Male,Month-to-month,Electronic check,69.1
3716-LRGXK,No,Male,Two year,Credit card (automatic),101.15
3716-UVSPD,No,Male,Month-to-month,Electronic check,49.3
3717-FDJFU,No,Male,Two year,Mailed check,20.45
3717-LNXKW,No,Male,Month-to-month,Bank transfer (automatic),91.7
3717-OEAUQ,No,Male,Month-to-month,Mailed check,70.7
3717-OFRTN,No,Male,Month-to-month,Bank transfer (automatic),19.75
3719-TDVQB,No,Female,Two year,Mailed check,18.95
3720-DBRWL,No,Male,Two year,Credit card (automatic),83.85
3721-CNEYS,Yes,Female,Month-to-month,Electronic check,70.95
3721-CNZHX,No,Male,One year,Mailed check,19.8
3721-WKIIL,No,Female,Two year,Mailed check,19.6
